Name,Completion Date (B1),Lifecycle Cost ($M),Planned Cost ($ M),Projected/Actual Cost ($ M)
Department of Defense,2012-09-30,754.895,754.895,797
Department of Defense,2017-09-30,485.476,485.476,485.476
Department of Defense,2014-01-31,27,27,27
Department of Defense,2012-01-10,33.1,33.1,33.1
Department of Defense,2012-09-30,17.6,17.6,17.6
Department of Defense,2013-05-31,3.404,3.404,0
Department of Defense,2012-09-30,1.539,0.6,0.6
Department of Defense,2012-09-30,32.3,32.3,32.3
Department of Defense,2012-09-30,53.4,53.4,53.4
Department of Defense,2012-09-30,22,16.528,16.528
Department of Defense,2012-09-30,3.047,3.047,3.047
Department of Defense,2012-09-30,2.302,2.302,2.302
Department of Defense,2017-04-30,21.76,8.416,8.416
Department of Defense,2012-01-31,9.188,9.187,9.187
Department of Defense,2012-09-30,8.45,8.45,8.45
Department of Defense,2013-08-31,7.492,7.491,6.62
Department of Defense,2013-08-31,6.223,4.536,4.536
Department of Defense,2013-08-31,10.369,10.369,10.369
Department of Defense,2014-01-05,20.881,6.739,6.739
Department of Defense,2016-01-07,3.863,0.602,0.602
Department of Defense,2014-01-04,10.368,7.68,7.68
Department of Defense,2016-01-08,42.307,22.376,22.376
Department of Defense,2012-12-05,3.544,2.179,2.179
Department of Defense,2014-01-01,11.994,2.262,2.262
Department of Defense,2012-01-04,19.947,5.734,5.734
Department of Defense,2015-01-10,21.271,10.363,10.363
Department of Defense,2012-09-30,34.848,34.848,34.848
Department of Defense,2012-09-15,924.731,22.111,22.111
Department of Defense,2012-04-15,287.808,176.842,176.842
Department of Defense,2012-01-10,13.357,8.567,8.567
Department of Defense,2015-09-30,105.57,5.948,5.948
Department of Defense,2021-12-31,31112.9,39.029,39.029
Department of Defense,2012-12-31,1.2,1.2,1.2
Department of Defense,2013-09-30,203.192,44.506,44.495
Department of Defense,2012-09-30,41.248,41.248,41.248
Department of Defense,2012-09-30,41.487,41.487,41.487
Department of Defense,2012-09-30,19.483,1.35,1.35
Department of Defense,2012-09-28,8.574,4.9,4.9
Department of Defense,2011-01-11,0,4,0
Department of Defense,2012-03-29,1.415,1.415,1.415
Department of Defense,2012-12-31,2.595,2.595,2.595
Department of Defense,2012-02-17,89.3,89.3,89.3
Department of Defense,2012-01-11,2.5,2.5,2.65
Department of Defense,2012-09-29,14.596,14.596,14.596
Department of Defense,2012-09-30,0.546,0.546,0.546
Department of Defense,2012-09-30,17.695,17.695,17.695
Department of Defense,2012-12-17,23.4,15.6,15.6
Department of Defense,2015-03-15,59.1,19.7,19.7
Department of Defense,2018-09-30,495.518,480.261,480.261
Department of Defense,2012-09-30,35.566,0.37,12.968
Department of Defense,2012-09-30,3.899,3.899,3.899
Department of Defense,2012-09-30,5.394,5.394,5.394
Department of Defense,2012-09-30,16.571,16.571,16.571
Department of Defense,2012-09-30,0.36,0.36,0.36
Department of Defense,2012-09-30,3.212,3.212,3.212
Department of Defense,2012-09-30,18.032,18.032,18.032
Department of Defense,2012-09-30,24.563,24.563,24.563
Department of Defense,2012-09-30,28.34,28.34,28.35
Department of Defense,2012-09-30,7.086,7.086,7.086
Department of Defense,2012-06-29,161.841,117.691,112.976
Department of Defense,2013-12-31,569.976,196.602,196.602
Department of Defense,2014-04-30,1252.364,7.8,0
Department of Defense,2025-09-30,554.696,65.87,43.085
Department of Defense,2018-06-30,914.373,698.043,698.043
Department of Defense,2014-09-30,1.85,0.916,0.916
Department of Defense,2013-04-30,15.56,15.56,15.56
Department of Defense,2012-04-17,21.932,21.932,21.932
Department of Defense,2012-01-25,12.645,12.645,12.645
Department of Defense,2012-04-17,2.945,2.945,2.945
Department of Defense,2027-09-30,4153.75,257.98,254.922
Department of Defense,2017-07-07,1785.543,11.541,11.541
Department of Defense,2012-09-30,7.641,7.641,7.641
Department of Defense,2012-09-30,5.938,5.937,5.937
Department of Defense,2012-09-30,17.58,17.58,17.58
Department of Defense,2014-01-03,3.6,2.8,2.8
Department of Defense,2014-06-30,1274.29,1274.29,1274.29
Department of Defense,2048-08-15,6872.256,1511.36,1511.36
Department of Defense,2015-10-15,32.67,32.67,32.67
Department of Defense,2012-04-09,51.42,51.42,51.42
Department of Defense,2012-04-09,8.869,8.869,8.869
Department of Defense,2012-11-15,180.1,180.1,180.1
Department of Defense,2012-01-04,200.241,8.55,8.55
Department of Defense,2012-09-30,41.615,4.5,4.5
Department of Defense,2012-09-30,90.923,16.29,16.29
Department of Defense,2012-06-30,84.986,12.42,12.42
Department of Defense,2012-09-30,416.098,12.689,12.689
Department of Defense,2012-09-30,0.37,0.37,0.37
Department of Defense,2012-09-30,1.416,1.416,1.416
Department of Defense,2012-09-30,16.525,16.525,16.525
Department of Defense,2012-09-30,0.5,0.5,0.5
Department of Defense,2012-09-30,1.101,1.101,1.101
Department of Defense,2012-09-30,4.964,4.964,4.964
Department of Defense,2012-09-30,6.23,6.23,6.23
Department of Defense,2012-09-30,4.306,4.306,4.306
Department of Defense,2012-09-30,1.638,1.638,1.638
Department of Defense,2012-09-30,1.682,1.682,1.682
Department of Defense,2013-11-30,1595.233,682.685,453.17
Department of Defense,2010-10-31,5.254,5.254,4.566
Department of Defense,2017-09-30,25.371,7.977,8.051
Department of Defense,2017-09-30,54.591,17.536,18
Department of Defense,2017-09-30,107.09,32.739,29.176
Department of Defense,2015-01-01,1873.244,563.12,563.12
Department of Defense,2033-09-30,1193.941,81.949,80.77
Department of Defense,2038-09-30,2472.5,42.2,42.5
Department of Defense,2012-09-30,155.198,1.2,1.2
Department of Defense,2012-12-31,22.5,22.204,18.742
Department of Defense,2013-07-31,1.5,0.35,0.35
Department of Defense,2011-11-24,3.888,3.888,3.888
Department of Defense,2013-10-24,33.574,33.574,33.574
Department of Defense,2015-12-30,209.5,73.966,73.966
Department of Defense,2020-12-30,638.7,16.391,16.391
Department of Defense,2012-09-28,30,30,30
Department of Defense,2014-09-30,30,15,15
Department of Defense,2013-09-30,3.99,3.99,3.99
Department of Defense,2013-09-29,98.81,98.81,98.81
Department of Defense,2013-07-14,16.972,16.792,16.792
Department of Defense,2013-09-30,33.249,33.249,33.249
Department of Defense,2012-09-30,7.982,7.982,7.982
Department of Defense,2013-07-19,5.542,5.542,5.542
Department of Defense,2012-09-30,2.862,2.862,2.862
Department of Education,2012-07-31,1.145,1.145,1.147269
Department of Education,2012-09-30,0.27,0.27,0.17
Department of Education,2012-09-30,0.971,0.971,12.276
Department of Education,2011-11-30,6.655,6.655,6.568
Department of Education,2012-09-12,1.834,1.834,1.834
Department of Education,2011-12-30,136.24,0.136,0.136
Department of Education,2012-12-18,0.3,0.3,0.3
Department of Education,2013-05-31,0.098006,0.098006,0.098006
Department of Education,2012-09-30,0.009,0.009,0.009
Department of Education,2017-09-29,23.237,1.127,1.127
Department of Education,2012-08-31,1.34141,0.772212,0.770844
Department of Education,2012-11-30,0.667546,0.509041,0.501553
Department of Education,2012-08-31,0.348112,0.318338,0.315985
Department of Education,2013-08-31,1.381652,0.584403,0.584403
Department of Education,2012-09-30,0.040534,0.040479,0.040479
Department of Education,2013-11-30,0.687572,0.159173,0.159173
Department of Education,2012-11-16,0.5,0.5,0.351
Department of Education,2012-09-30,25654.96,5393.849,5837.8985
Department of Education,2012-03-31,1.93,1.93,1.86047
Department of Education,2012-09-30,1,1,1
Department of Education,2012-09-30,4.70953,4.70953,4.383306
Department of Education,2012-09-30,0.325712,0.325712,0.325712
Department of Education,2012-09-30,4.885288,4.885288,4.885282
Department of Education,2012-09-28,4.528542,4.528,4.528
Department of Education,2012-12-11,8.862,8.862,8.862
Department of Education,2012-06-30,2.632703,2.632703,2.523179
Department of Education,2013-06-30,2.292,2.291992,2.294992
Department of Education,2012-06-04,6.214,6.214,6.215
Department of Education,2012-03-21,2.5,2.5,2.5
Department of Education,2013-03-22,6.466,6.466,6.466
Department of Education,2013-05-26,2.5,2.5,2.5
Department of Education,2012-09-30,5,5,5
Department of Education,2012-08-30,9.5,9.5,9.5
Department of Education,2013-09-30,4.460662,3.30144,3.30144
Department of Education,2014-09-24,8.943187,1.521721,1.719277
Department of Education,2013-09-22,0.572452,0.572452,0.818835
Department of Education,2012-07-13,1.173,1.173,1.173
Department of Education,2012-01-31,0.367,0.241,0.239
Department of Education,2012-12-31,0.036,0.036,0.024
Department of Education,2012-01-06,0.404,0.404,0.352
Department of Education,2012-03-31,0.503,0.503,0.503
Department of Education,2013-02-28,1.3,1.3,1.3
Department of Education,2012-12-15,2.03,2.03,2.529
Department of Education,2012-06-30,0.051,0.051,0.023
Department of Education,2012-10-30,0.25,0.25,0.25
Department of Education,2012-01-08,0.1,0.1,0.3
Department of Education,2013-01-16,0.65,0.65,0.65
Department of Education,2012-08-31,0.1,0.1,0.1
Department of Education,2013-04-30,1.4,1.4,0.435
Department of Education,2012-09-30,0.45,0.45,0.45
Department of Energy,2012-12-31,1.8,1.8,1.8
Department of Energy,2012-09-30,0.05,0.05,0.05
Department of Energy,2012-09-30,8.344,8.344,8.344
Department of Energy,2012-11-30,217.331605,178.74352,178.739984
Department of Energy,2012-09-30,14.2664,14.2664,14.2664
Department of Energy,2011-08-11,0.006,0.006,0.00464
Department of Energy,2012-02-29,0.0035,0.0035,0.003577
Department of Energy,2012-08-30,0.004,0.004,0.004
Department of Energy,2012-09-28,0.008,0.008,0.008
Department of Energy,2012-02-05,0.6286,0.6286,0.6286
Department of Energy,2012-03-31,0.181,0.181,0.1705
Department of Energy,2012-09-30,0.141,0.141,0.139
Department of Energy,2012-09-30,0.24,0.24,0.24
Department of Energy,2012-06-30,0.08,0.08,0.0585
Department of Energy,2012-01-03,0.0041,0.0041,0.0041
Department of Energy,2013-11-30,1.47448,1.47448,1.47448
Department of Energy,2013-09-30,0.65507,0.65507,0.65507
Department of Energy,2013-09-27,0.2,0.2,0.2
Department of Energy,2012-09-30,0.248,0.248,0.248
Department of Energy,2012-09-30,0.05,0.05,0.048654
Department of Energy,2012-09-30,0.33,0.33,0.33
Department of Energy,2012-09-30,0.02,0.02,0.02
Department of Energy,2014-11-14,23.263029,16.966566,16.92074
Department of Energy,2013-05-31,3.466,3.466,3.599
Department of Energy,2012-09-30,0.257,0.257,0.257
Department of Energy,2012-09-30,0.855,0.855,0.855
Department of Energy,2012-09-30,1.163,1.163,1.163
Department of Energy,2012-06-30,0.171,0.171,0.171
Department of Energy,2012-09-30,0.125,0.125,0.125
Department of Energy,2012-09-30,0.0336,0.0336,0.0336
Department of Energy,2012-09-30,9.538389,9.538388,9.737094
Department of Energy,2012-09-30,0.06,0.06,0.060008
Department of Energy,2012-09-30,32.389,32.38812,30.86037
Department of Energy,2012-09-30,0.0688,0.0688,0.0688
Department of Energy,2012-09-30,0.208,0.208,0.203728
Department of Energy,2012-12-31,1.5,1.5,1.5
Department of Energy,2012-09-30,44.690208,44.690208,44.690208
Department of Energy,2012-09-30,912.329792,912.329792,912.329792
Department of Energy,2012-09-30,0.65,0.65,0.65
Department of Energy,2012-10-15,1.064,1.064,1.071729
Department of Energy,2012-09-30,0.36098,0.360978,0.360978
Department of Energy,2012-09-30,2.981459,2.981,2.985068
Department of Energy,2012-03-30,0.05,0.05,0.03
Department of Energy,2012-04-30,0.805,0.805,0.805
Department of Health and Human Services,2014-12-31,12.144,12.144,14.866
Department of Health and Human Services,2011-12-16,0.706,0.706,0.921
Department of Health and Human Services,2012-02-03,0.865,0.865,1.158
Department of Health and Human Services,2012-11-05,1.39,1.39,1.074
Department of Health and Human Services,2012-06-20,1.212,1.212,1.295
Department of Health and Human Services,2012-06-20,0.95,0.95,1.246
Department of Health and Human Services,2012-12-14,0.944,0.944,0.669
Department of Health and Human Services,2013-06-30,13.206,13.204,13.677
Department of Health and Human Services,2013-09-11,2.4,2.4,2.755
Department of Health and Human Services,2013-09-30,2.477,1.585,1.413
Department of Health and Human Services,2012-08-17,3.905,3.905,4.521
Department of Health and Human Services,2013-04-11,4.237,4.237,4.237
Department of Health and Human Services,2012-03-31,6.05,6.05,5.914
Department of Health and Human Services,2013-06-30,9.199,9.199,6.837
Department of Health and Human Services,2012-07-27,1.455,1.455,1.496
Department of Health and Human Services,2012-04-27,0.35,0.35,0.344
Department of Health and Human Services,2012-10-26,2.674,2.674,2.744
Department of Health and Human Services,2013-04-26,0.6,0.6,0.621
Department of Health and Human Services,2013-04-26,0.6,0.6,0.64
Department of Health and Human Services,2013-07-26,2.12,2.12,2.109
Department of Health and Human Services,2013-01-25,0.94,0.94,0.93
Department of Health and Human Services,2013-09-30,2.538,2.505,2.48
Department of Health and Human Services,2011-07-27,1,1,1
Department of Health and Human Services,2011-08-16,,-14.62,0.65
Department of Health and Human Services,2012-12-30,2.5,2.5,1.614
Department of Health and Human Services,2012-03-31,16.983,16.983,17.433
Department of Health and Human Services,2012-03-31,6,6,6
Department of Health and Human Services,2012-06-22,7.335,7.335,6.927
Department of Health and Human Services,2013-02-28,4,4,4
Department of Health and Human Services,2012-07-30,2.41,2.41,2.474
Department of Health and Human Services,2012-01-30,2.641,2.641,2.3
Department of Health and Human Services,2012-04-30,2.678,2.678,2.427
Department of Health and Human Services,2012-10-29,2.369,2.369,3.68
Department of Health and Human Services,2011-07-10,2.412,2.412,2.388
Department of Health and Human Services,2013-07-01,2.891,2.891,2.891
Department of Health and Human Services,2012-03-31,2.02,2.02,3.03
Department of Health and Human Services,2012-03-31,0.6,0.6,0.609
Department of Health and Human Services,2013-12-31,2.063,2.063,2.063
Department of Health and Human Services,2012-05-31,0.507,0.507,0.482
Department of Health and Human Services,2011-10-24,0.584,0.584,0.57
Department of Health and Human Services,2012-05-30,0.316,0.316,0.339
Department of Health and Human Services,2012-11-09,2.085,2.085,3.591
Department of Health and Human Services,2012-04-30,0.275,0.275,0.303
Department of Health and Human Services,2012-11-09,1.635,1.635,2.352
Department of Health and Human Services,2012-11-09,0.582,0.582,0.81
Department of Health and Human Services,2009-01-01,,-1.49,45.43
Department of Health and Human Services,2012-09-30,17.594,17.594,17.742
Department of Health and Human Services,2015-09-30,249.327,68.828,68.828
Department of Health and Human Services,2015-09-30,267.005,35.722,35.722
Department of Health and Human Services,2012-09-28,1.9,1.9,1.96
Department of Health and Human Services,2012-09-28,1.075,1.075,1.075
Department of Health and Human Services,2012-09-26,2.15,2.15,2.187
Department of Health and Human Services,2012-09-28,0.702,0.702,0.68
Department of Health and Human Services,2012-09-28,0.899,0.899,0.935
Department of Health and Human Services,2012-09-28,0.785,0.785,0.776
Department of Health and Human Services,2012-09-25,1.255,1.255,1.281
Department of Health and Human Services,2012-07-27,1.515,1.515,1.532
Department of Health and Human Services,2012-09-28,0.826,0.826,0.831
Department of Health and Human Services,2013-06-14,26.03,26.03,26.049
Department of Health and Human Services,2013-09-29,53.04,53.04,53.037
Department of Health and Human Services,2013-06-30,20.546,20.546,20.546
Department of Health and Human Services,2013-01-06,23.98,23.98,23.978
Department of Health and Human Services,2013-06-30,10.406,10.406,10.483
Department of Health and Human Services,2013-01-06,26.85,26.85,26.85
Department of Health and Human Services,2013-06-29,3.25,3.25,3.256
Department of Health and Human Services,2014-01-16,103.589,99.637,106.592
Department of Health and Human Services,2011-05-31,0.075,0.075,0.075
Department of Health and Human Services,2012-09-16,4.56,4.56,4.814
Department of Health and Human Services,2012-05-31,0.26,0.26,0.315
Department of Health and Human Services,2012-08-31,0.44,0.44,0.675
Department of Health and Human Services,2012-09-30,0.12,0.12,0.12
Department of Health and Human Services,2012-09-30,0.454,0.454,0.108
Department of Health and Human Services,2011-12-04,0.93,0.93,0.93
Department of Health and Human Services,2011-06-28,0.93,0.93,0.93
Department of Health and Human Services,2011-09-20,0.394,0.394,0.394
Department of Health and Human Services,2011-12-04,1.2,1.2,0.806
Department of Health and Human Services,2011-06-28,0.051,0.051,0.051
Department of Health and Human Services,2011-06-27,0.253,0.253,0.253
Department of Health and Human Services,2011-06-09,0.253,0.253,0.253
Department of Health and Human Services,2012-08-31,0.575,0.575,0.734
Department of Health and Human Services,2012-05-31,1.6,1.6,1.865
Department of Health and Human Services,2011-08-16,0.823,0.823,0.823
Department of Health and Human Services,2011-06-30,0.332,0.332,0.332
Department of Health and Human Services,2011-03-25,0.037,0.037,0.005
Department of Health and Human Services,2011-03-01,0.497,0.497,0.151
Department of Health and Human Services,2011-12-09,0.628,0.628,0.081
Department of Health and Human Services,2011-03-01,0.028,0.028,0.029
Department of Health and Human Services,2012-01-31,0.06,0.06,0.084
Department of Health and Human Services,2011-12-09,0.08,0.08,0.087
Department of Health and Human Services,2011-07-14,0.079,0.079,0.079
Department of Health and Human Services,2011-09-14,0.364,0.364,0.339
Department of Health and Human Services,2012-01-09,0.208,0.208,0.329
Department of Health and Human Services,2010-10-29,0.066,0.066,0.057
Department of Health and Human Services,2011-10-31,0.096,0.096,0.016
Department of Health and Human Services,2011-03-31,0.198,0.198,0.062
Department of Health and Human Services,2011-09-23,0.147,0.147,0.479
Department of Health and Human Services,2012-05-04,0.126,0.126,0.126
Department of Health and Human Services,2011-01-07,0.12,0.12,0.12
Department of Health and Human Services,2012-06-15,0.142,0.142,0.142
Department of Health and Human Services,2012-07-13,0.093,0.093,0.093
Department of Health and Human Services,2016-01-31,9,9,8.755
Department of Health and Human Services,2013-09-30,8.175,8.175,2358.245
Department of Health and Human Services,2012-11-23,3.75,3.75,3.737
Department of Health and Human Services,2012-03-30,1.983,1.027,1.034
Department of Health and Human Services,2013-06-21,5.84,5.84,5.912
Department of Health and Human Services,2012-12-21,3.57,3.57,3.538
Department of Health and Human Services,2012-06-13,1.16,1.16,1.16
Department of Health and Human Services,2013-09-30,7.558,7.556,11.501
Department of Health and Human Services,2012-09-28,0.6,0.6,0.6
Department of Health and Human Services,2012-08-01,0.292,0.292,0.292
Department of Health and Human Services,2011-08-31,0.491,0.491,0.491
Department of Health and Human Services,2012-01-31,0.194,0.193,0.191
Department of Health and Human Services,2012-06-14,0.662,0.662,0.566
Department of Health and Human Services,2012-09-27,1.365,1.094,1.298
Department of Health and Human Services,2012-01-31,0.506,0.506,0.498
Department of Health and Human Services,2012-08-19,0.488,0.43,0.505
Department of Health and Human Services,2012-09-29,1.163,1.163,0.824
Department of Health and Human Services,2012-09-29,0.42,0.419,0.415
Department of Health and Human Services,2014-09-30,11.168,11.168,10.932
Department of Health and Human Services,2012-06-29,0.58,0.58,0.581
Department of Health and Human Services,2013-12-31,6.845,6.844,7.918
Department of Health and Human Services,2013-04-30,11.602,11.601,11.557
Department of Health and Human Services,2012-05-31,1.288,1.288,1.393
Department of Health and Human Services,2013-09-30,22.241,22.24,19.534
Department of Health and Human Services,2012-07-09,0.731,0.73,1.078
Department of Health and Human Services,2013-09-30,0.45,0.45,0.45
Department of Health and Human Services,2013-02-28,42.053,42.053,29.061
Department of Health and Human Services,2012-06-30,45.017,17.726,23.178
Department of Health and Human Services,2013-05-30,9.056,5.893,36.79
Department of Health and Human Services,2011-07-09,5.192,5.192,5.314
Department of Health and Human Services,2011-08-30,0.116,0.116,0.118
Department of Health and Human Services,2011-07-31,1.359,1.359,1.345
Department of Health and Human Services,2011-09-26,3.34,3.34,3.465
Department of Health and Human Services,2011-11-18,2.248,2.248,4.133
Department of Health and Human Services,2011-09-28,0.677,0.677,0.701
Department of Health and Human Services,2011-09-26,1.294,1.294,1.29
Department of Health and Human Services,2011-09-26,2.742,2.742,2.769
Department of Health and Human Services,2012-07-09,4.917,4.917,6.103
Department of Health and Human Services,2012-07-09,1.259,1.258,1.039
Department of Health and Human Services,2012-02-27,0.688,0.688,0.615
Department of Health and Human Services,2013-05-02,1.115,1.024,1.023
Department of Health and Human Services,2012-09-22,6.837,6.837,6.827
Department of Health and Human Services,2012-09-22,4.376,4.376,5.005
Department of Health and Human Services,2012-08-23,3.585,3.575,3.501
Department of Health and Human Services,2012-09-26,2.259,2.259,2.15
Department of Health and Human Services,2011-09-30,4.856,4.856,4.856
Department of Health and Human Services,2011-09-30,0.334,0.334,0.326
Department of Health and Human Services,2012-11-09,0.55,0.55,0.676
Department of Health and Human Services,2012-11-09,6.728,6.728,7.03
Department of Health and Human Services,2012-11-01,1.644,1.644,1.518
Department of Health and Human Services,2012-07-21,2.876,2.876,3.694
Department of Health and Human Services,2011-08-26,0.786,0.786,0.748
Department of Health and Human Services,2012-09-14,0.509,0.508,0.552
Department of Health and Human Services,2019-09-30,150.314,59.06,62.38
Department of Health and Human Services,2013-12-31,12.478,11.939,11.939
Department of Health and Human Services,2014-03-31,13.464,12.937,12.597
Department of Health and Human Services,2013-07-31,7.951,7.951,7.899
Department of Health and Human Services,2012-01-10,1.893,1.554,1.837
Department of Health and Human Services,2014-08-30,26.17,26.17,25.377
Department of Health and Human Services,2013-03-31,8.76,8.73,9.08
Department of Health and Human Services,2013-07-05,20.164,20.164,20.463
Department of Health and Human Services,2011-10-10,6.54,6.54,5.285
Department of Health and Human Services,2012-03-01,5.034,5.034,5.367
Department of Health and Human Services,2012-02-04,5.034,5.034,4.549
Department of Health and Human Services,2012-02-07,5.034,5.034,5.311
Department of Health and Human Services,2012-01-10,5.034,5.034,5.159
Department of Health and Human Services,2013-01-15,6.558,6.558,6.448
Department of Health and Human Services,2012-01-25,1.8,1.8,1.402
Department of Health and Human Services,2012-08-31,0.5,0.5,0.5
Department of Health and Human Services,2020-12-31,170,6.581,6.581
Department of Health and Human Services,2020-12-31,27,2.603,3.931
Department of Health and Human Services,2020-12-31,80,4,4
Department of Health and Human Services,2012-09-29,1.496,1.479,1.619
Department of Health and Human Services,2014-09-30,65.007,7.71,7.545
Department of Health and Human Services,2014-09-30,95.907,4.82,4.827
Department of Health and Human Services,2012-09-14,2.281,2.218,2.218
Department of Health and Human Services,2012-07-09,1.011,1.011,1.011
Department of Health and Human Services,2012-05-31,1.836,1.434,1.434
Department of Health and Human Services,2012-03-30,0.854,0.854,0.803
Department of Health and Human Services,2012-08-14,1.474,1.473,1.473
Department of Health and Human Services,2012-05-31,0.229,0.22,0.22
Department of Health and Human Services,2015-09-30,20.108,20.108,20.051
Department of Health and Human Services,2012-08-21,0.441,0.441,0.444
Department of Health and Human Services,2011-07-10,0.043,0.042,0.041
Department of Health and Human Services,2012-01-20,0.11,0.11,0.108
Department of Health and Human Services,2012-10-25,0.258,0.258,0.259
Department of Health and Human Services,2012-08-16,0.314,0.313,0.34
Department of Health and Human Services,2012-07-13,0.332,0.332,0.304
Department of Health and Human Services,2011-07-29,0.315,0.315,0.316
Department of Health and Human Services,2012-02-27,0.301,0.3,0.301
Department of Health and Human Services,2013-03-26,0.499,0.499,0.622
Department of Health and Human Services,2012-01-13,0.178,0.177,0.177
Department of Health and Human Services,2011-07-18,0.343,0.343,0.342
Department of Health and Human Services,2012-09-28,1.435,1.435,1.435
Department of Health and Human Services,2014-01-29,8.417,8.417,8.347
Department of Health and Human Services,2019-09-30,127.127,12.454,13.814
Department of Health and Human Services,2019-09-30,38.737,1.744,1.821
Department of Health and Human Services,2019-09-30,24.113,1.793,1.806
Department of Health and Human Services,2014-05-31,10.95,10.95,10.95
Department of Health and Human Services,2014-07-31,6.475,6.475,6.475
Department of Health and Human Services,2013-02-28,1.502,1.502,1.502
Department of Health and Human Services,2013-03-29,0.546,0.546,0.546
Department of Health and Human Services,2013-03-29,1.155,1.155,1.155
Department of Health and Human Services,2012-06-06,1.668,1.668,1.015
Department of Health and Human Services,2013-09-30,303,303,303
Department of Health and Human Services,2013-09-30,2.755,2.755,2.755
Department of Health and Human Services,2012-09-30,0.473,0.473,2.476
Department of Health and Human Services,2012-09-28,0.18,0.18,0.18
Department of Health and Human Services,2012-06-30,0.072,0.072,0.081
Department of Health and Human Services,2012-09-14,0.169,0.169,0.169
Department of Health and Human Services,2012-09-14,0.213,0.213,0.141
Department of Health and Human Services,2012-06-15,0.074,0.074,0.074
Department of Health and Human Services,2012-09-14,0.138,0.138,0.117
Department of Health and Human Services,2012-11-30,0.084,0.084,1.19
Department of Health and Human Services,2012-05-15,0.117,0.117,0.117
Department of Health and Human Services,2012-01-08,0.13,0.13,0.128
Department of Health and Human Services,2012-07-15,0.33,0.33,0.38
Department of Health and Human Services,2012-09-30,0.505,0.505,0.965
Department of Homeland Security,2014-04-30,19,6.25,3.674
Department of Homeland Security,2017-09-30,177.7,29.35,29.35
Department of Homeland Security,2017-09-30,27.3,4.29,4.39
Department of Homeland Security,2011-09-30,14.56,14.56,14.56
Department of Homeland Security,2012-09-30,18.677,18.677,18.677
Department of Homeland Security,2013-09-30,25.844,25.844,25.844
Department of Homeland Security,2012-01-11,16,16,16
Department of Homeland Security,2013-01-11,16,16,16
Department of Homeland Security,2017-05-01,72.961,6.358,5.202
Department of Homeland Security,2017-05-01,46.222,20.185,20.185
Department of Homeland Security,2017-05-01,65.679,25.893,25.893
Department of Homeland Security,2017-05-01,138.724,10.619,10.547
Department of Homeland Security,2014-02-28,181.47,7.96,9.36
Department of Homeland Security,2020-09-30,155.705,4.7,6.209
Department of Homeland Security,2011-09-30,0.742,0.742,0.742
Department of Homeland Security,2011-01-07,1.4,1.4,1.4
Department of Homeland Security,2011-01-10,2,1.95,1.95
Department of Homeland Security,2011-10-16,0.873,0.873,0.869
Department of Homeland Security,2012-07-20,0.65,0.65,1.322
Department of Homeland Security,2012-07-27,1.33,1.33,1.31
Department of Homeland Security,2013-11-30,5.6,5.6,5.6
Department of Homeland Security,2013-09-30,0.8,0.8,0.8
Department of Homeland Security,2011-09-30,1.8,1.8,1.8
Department of Homeland Security,2014-03-31,5,5,5
Department of Homeland Security,2012-09-30,20,20,20
Department of Homeland Security,2012-12-31,1.2,1.2,1.2
Department of Homeland Security,2012-06-30,97.69,0.77,0.3
Department of Homeland Security,2012-02-29,40.4,2.58,2.35
Department of Homeland Security,2016-09-30,65.75,15.76,15.76
Department of Homeland Security,2016-09-30,613.07,96.45,53.36
Department of Homeland Security,2021-09-30,2516.82,162.8,164.306
Department of Homeland Security,2028-09-30,603.445,10.5,10.5
Department of Homeland Security,2028-09-30,567.843,5.4,5.449
Department of Homeland Security,2028-09-30,157.248,1.562,1.562
Department of Homeland Security,2028-09-30,1817.813,2.294,2.294
Department of Homeland Security,2028-09-30,65.022,1.755,1.755
Department of Homeland Security,2028-09-30,176.591,4.5,4.726
Department of Homeland Security,2013-07-30,22.939,21.553,20.489
Department of Homeland Security,2012-07-28,15.788,15.788,15.788
Department of Homeland Security,2012-06-23,17.76,17.76,17.76
Department of Homeland Security,2012-05-31,0.883,0.882,0.845
Department of Homeland Security,2012-07-31,0.343,0.342,0.381
Department of Homeland Security,2011-09-30,1.98,1.98,1.98
Department of Homeland Security,2012-09-30,5.2,5.2,5.2
Department of Homeland Security,2013-09-30,2,2,2
Department of Homeland Security,2013-09-30,17.982,7.308,7.231
Department of Homeland Security,2015-09-30,36.315,5.575,5.58
Department of Homeland Security,2013-09-30,16.217,11.788,10.732
Department of Homeland Security,2011-11-21,0.565,0.564,0.608
Department of Homeland Security,2012-07-13,0.938,0.938,0.985
Department of Homeland Security,2013-01-14,0.773,0.773,0.773
Department of Homeland Security,2011-10-24,0.438,0.438,0.454
Department of Homeland Security,2012-03-14,0.552,0.552,0.606
Department of Homeland Security,2011-12-12,0.328,0.237,0.252
Department of Homeland Security,2012-04-20,0.602,0.572,0.628
Department of Homeland Security,2012-09-17,0.574,0.574,0.333
Department of Homeland Security,2011-11-14,0.496,0.323,0.355
Department of Homeland Security,2021-09-30,142.95,8.15,6.727
Department of Homeland Security,2013-02-28,30.5,2.035,2.035
Department of Homeland Security,2014-09-30,37,3.53,3.53
Department of Homeland Security,2012-03-31,0.159,0.159,0.07
Department of Homeland Security,2012-01-07,0.25,0.25,0.25
Department of Homeland Security,2012-06-15,0.25,0.25,0.089
Department of Homeland Security,2012-04-30,0.2,0.2,0.2
Department of Homeland Security,2013-05-31,3.153,3.153,8.335
